Year,Position,Player,Sum of Strokes,RoundNumber,HoleNumber
1992,140,"Gorman, Bryan",5,2,11
1992,140,"Gorman, Bryan",4,2,12
1992,140,"Gorman, Bryan",4,2,13
1992,140,"Gorman, Bryan",7,2,14
1992,140,"Gorman, Bryan",5,2,15
1992,140,"Gorman, Bryan",5,2,16
1992,140,"Gorman, Bryan",6,2,17
1992,140,"Gorman, Bryan",6,2,18
1992,140,"Hart, Jeff",5,1,1
1992,140,"Hart, Jeff",4,1,2
1992,140,"Hart, Jeff",5,1,3
1992,140,"Hart, Jeff",4,1,4
1992,140,"Hart, Jeff",3,1,5
1992,140,"Hart, Jeff",5,1,6
1992,140,"Hart, Jeff",3,1,7
1992,140,"Hart, Jeff",4,1,8
1992,140,"Hart, Jeff",5,1,9
1992,140,"Hart, Jeff",5,1,10
1992,140,"Hart, Jeff",6,1,11
1992,140,"Hart, Jeff",3,1,12
1992,140,"Hart, Jeff",3,1,13
1992,140,"Hart, Jeff",5,1,14
1992,140,"Hart, Jeff",5,1,15
1992,140,"Hart, Jeff",4,1,16
1992,140,"Hart, Jeff",3,1,17
1992,140,"Hart, Jeff",6,1,18
1992,140,"Hart, Jeff",4,2,1
1992,140,"Hart, Jeff",5,2,2
1992,140,"Hart, Jeff",4,2,3
1992,140,"Hart, Jeff",4,2,4
1992,140,"Hart, Jeff",3,2,5
1992,140,"Hart, Jeff",4,2,6
1992,140,"Hart, Jeff",4,2,7
1992,140,"Hart, Jeff",6,2,8
1992,140,"Hart, Jeff",3,2,9
1992,140,"Hart, Jeff",4,2,10
1992,140,"Hart, Jeff",5,2,11
1992,140,"Hart, Jeff",3,2,12
1992,140,"Hart, Jeff",5,2,13
1992,140,"Hart, Jeff",5,2,14
1992,140,"Hart, Jeff",5,2,15
1992,140,"Hart, Jeff",4,2,16
1992,140,"Hart, Jeff",4,2,17
1992,140,"Hart, Jeff",7,2,18
1992,140,"Heintzelman, Webb",4,1,1
1992,140,"Heintzelman, Webb",5,1,2
1992,140,"Heintzelman, Webb",5,1,3
1992,140,"Heintzelman, Webb",3,1,4
1992,140,"Heintzelman, Webb",4,1,5
1992,140,"Heintzelman, Webb",4,1,6
1992,140,"Heintzelman, Webb",2,1,7
1992,140,"Heintzelman, Webb",7,1,8
1992,140,"Heintzelman, Webb",5,1,9
1992,140,"Heintzelman, Webb",4,1,10
1992,140,"Heintzelman, Webb",6,1,11
1992,140,"Heintzelman, Webb",3,1,12
1992,140,"Heintzelman, Webb",4,1,13
1992,140,"Heintzelman, Webb",4,1,14
1992,140,"Heintzelman, Webb",5,1,15
1992,140,"Heintzelman, Webb",6,1,16
1992,140,"Heintzelman, Webb",4,1,17
1992,140,"Heintzelman, Webb",6,1,18
1992,140,"Heintzelman, Webb",4,2,1
1992,140,"Heintzelman, Webb",4,2,2
1992,140,"Heintzelman, Webb",4,2,3
1992,140,"Heintzelman, Webb",4,2,4
1992,140,"Heintzelman, Webb",3,2,5
1992,140,"Heintzelman, Webb",5,2,6
1992,140,"Heintzelman, Webb",3,2,7
1992,140,"Heintzelman, Webb",4,2,8
1992,140,"Heintzelman, Webb",5,2,9
1992,140,"Heintzelman, Webb",4,2,10
1992,140,"Heintzelman, Webb",4,2,11
1992,140,"Heintzelman, Webb",3,2,12
1992,140,"Heintzelman, Webb",4,2,13
1992,140,"Heintzelman, Webb",5,2,14
1992,140,"Heintzelman, Webb",5,2,15
1992,140,"Heintzelman, Webb",4,2,16
1992,140,"Heintzelman, Webb",4,2,17
1992,140,"Heintzelman, Webb",7,2,18
1992,140,"Henke, Nolan",3,1,1
1992,140,"Henke, Nolan",4,1,2
1992,140,"Henke, Nolan",4,1,3
1992,140,"Henke, Nolan",4,1,4
1992,140,"Henke, Nolan",4,1,5
1992,140,"Henke, Nolan",5,1,6
1992,140,"Henke, Nolan",2,1,7
1992,140,"Henke, Nolan",5,1,8
1992,140,"Henke, Nolan",5,1,9
1992,140,"Henke, Nolan",4,1,10
1992,140,"Henke, Nolan",5,1,11
1992,140,"Henke, Nolan",3,1,12
1992,140,"Henke, Nolan",4,1,13
1992,140,"Henke, Nolan",5,1,14
1992,140,"Henke, Nolan",5,1,15
1992,140,"Henke, Nolan",4,1,16
1992,140,"Henke, Nolan",3,1,17
1992,140,"Henke, Nolan",6,1,18
1992,140,"Henke, Nolan",4,2,1
1992,140,"Henke, Nolan",6,2,2
1992,140,"Henke, Nolan",5,2,3
1992,140,"Henke, Nolan",4,2,4
1992,140,"Henke, Nolan",3,2,5
1992,140,"Henke, Nolan",5,2,6
1992,140,"Henke, Nolan",3,2,7
1992,140,"Henke, Nolan",4,2,8
1992,140,"Henke, Nolan",5,2,9
1992,140,"Henke, Nolan",5,2,10
1992,140,"Henke, Nolan",6,2,11
1992,140,"Henke, Nolan",4,2,12
1992,140,"Henke, Nolan",5,2,13
1992,140,"Henke, Nolan",5,2,14
1992,140,"Henke, Nolan",3,2,15
1992,140,"Henke, Nolan",6,2,16
1992,140,"Henke, Nolan",3,2,17
1992,140,"Henke, Nolan",6,2,18
1992,140,"Johnston, Jimmy",4,1,1
1992,140,"Johnston, Jimmy",4,1,2
1992,140,"Johnston, Jimmy",5,1,3
1992,140,"Johnston, Jimmy",3,1,4
1992,140,"Johnston, Jimmy",3,1,5
1992,140,"Johnston, Jimmy",6,1,6
1992,140,"Johnston, Jimmy",4,1,7
1992,140,"Johnston, Jimmy",5,1,8
1992,140,"Johnston, Jimmy",5,1,9
1992,140,"Johnston, Jimmy",4,1,10
1992,140,"Johnston, Jimmy",5,1,11
1992,140,"Johnston, Jimmy",4,1,12
1992,140,"Johnston, Jimmy",7,1,13
1992,140,"Johnston, Jimmy",5,1,14
1992,140,"Johnston, Jimmy",5,1,15
1992,140,"Johnston, Jimmy",4,1,16
1992,140,"Johnston, Jimmy",3,1,17
1992,140,"Johnston, Jimmy",5,1,18
1992,140,"Johnston, Jimmy",4,2,1
1992,140,"Johnston, Jimmy",5,2,2
1992,140,"Johnston, Jimmy",5,2,3
1992,140,"Johnston, Jimmy",4,2,4
1992,140,"Johnston, Jimmy",5,2,5
1992,140,"Johnston, Jimmy",5,2,6
1992,140,"Johnston, Jimmy",3,2,7
1992,140,"Johnston, Jimmy",4,2,8
1992,140,"Johnston, Jimmy",4,2,9
1992,140,"Johnston, Jimmy",4,2,10
1992,140,"Johnston, Jimmy",3,2,11
1992,140,"Johnston, Jimmy",3,2,12
1992,140,"Johnston, Jimmy",5,2,13
1992,140,"Johnston, Jimmy",5,2,14
1992,140,"Johnston, Jimmy",4,2,15
1992,140,"Johnston, Jimmy",5,2,16
1992,140,"Johnston, Jimmy",3,2,17
1992,140,"Johnston, Jimmy",5,2,18
1992,140,"Stankowski, Tom",5,1,1
1992,140,"Stankowski, Tom",5,1,2
1992,140,"Stankowski, Tom",5,1,3
1992,140,"Stankowski, Tom",3,1,4
1992,140,"Stankowski, Tom",3,1,5
1992,140,"Stankowski, Tom",5,1,6
1992,140,"Stankowski, Tom",4,1,7
1992,140,"Stankowski, Tom",4,1,8
1992,140,"Stankowski, Tom",5,1,9
1992,140,"Stankowski, Tom",6,1,10
1992,140,"Stankowski, Tom",4,1,11
1992,140,"Stankowski, Tom",2,1,12
1992,140,"Stankowski, Tom",5,1,13
1992,140,"Stankowski, Tom",5,1,14
1992,140,"Stankowski, Tom",4,1,15
1992,140,"Stankowski, Tom",5,1,16
1992,140,"Stankowski, Tom",3,1,17
1992,140,"Stankowski, Tom",7,1,18
1992,140,"Stankowski, Tom",4,2,1
1992,140,"Stankowski, Tom",5,2,2
1992,140,"Stankowski, Tom",4,2,3
1992,140,"Stankowski, Tom",4,2,4
1992,140,"Stankowski, Tom",4,2,5
1992,140,"Stankowski, Tom",6,2,6
1992,140,"Stankowski, Tom",2,2,7
1992,140,"Stankowski, Tom",4,2,8
1992,140,"Stankowski, Tom",5,2,9
1992,140,"Stankowski, Tom",4,2,10
1992,140,"Stankowski, Tom",4,2,11
1992,140,"Stankowski, Tom",4,2,12
1992,140,"Stankowski, Tom",4,2,13
1992,140,"Stankowski, Tom",5,2,14
1992,140,"Stankowski, Tom",4,2,15
1992,140,"Stankowski, Tom",5,2,16
1992,140,"Stankowski, Tom",4,2,17
1992,140,"Stankowski, Tom",5,2,18
1992,140,"Ten Broeck, Lance",4,1,1
1992,140,"Ten Broeck, Lance",5,1,2
1992,140,"Ten Broeck, Lance",4,1,3
1992,140,"Ten Broeck, Lance",3,1,4
1992,140,"Ten Broeck, Lance",3,1,5
1992,140,"Ten Broeck, Lance",4,1,6
1992,140,"Ten Broeck, Lance",3,1,7
1992,140,"Ten Broeck, Lance",6,1,8
1992,140,"Ten Broeck, Lance",4,1,9
1992,140,"Ten Broeck, Lance",6,1,10
1992,140,"Ten Broeck, Lance",4,1,11
1992,140,"Ten Broeck, Lance",5,1,12
1992,140,"Ten Broeck, Lance",4,1,13
1992,140,"Ten Broeck, Lance",5,1,14
1992,140,"Ten Broeck, Lance",4,1,15
1992,140,"Ten Broeck, Lance",4,1,16
1992,140,"Ten Broeck, Lance",4,1,17
1992,140,"Ten Broeck, Lance",5,1,18
1992,140,"Ten Broeck, Lance",3,2,1
1992,140,"Ten Broeck, Lance",5,2,2
1992,140,"Ten Broeck, Lance",5,2,3
1992,140,"Ten Broeck, Lance",4,2,4
1992,140,"Ten Broeck, Lance",4,2,5
1992,140,"Ten Broeck, Lance",4,2,6
1992,140,"Ten Broeck, Lance",3,2,7
1992,140,"Ten Broeck, Lance",5,2,8
1992,140,"Ten Broeck, Lance",5,2,9
1992,140,"Ten Broeck, Lance",6,2,10
1992,140,"Ten Broeck, Lance",5,2,11
1992,140,"Ten Broeck, Lance",3,2,12
1992,140,"Ten Broeck, Lance",5,2,13
1992,140,"Ten Broeck, Lance",6,2,14
1992,140,"Ten Broeck, Lance",3,2,15
1992,140,"Ten Broeck, Lance",4,2,16
1992,140,"Ten Broeck, Lance",4,2,17
1992,140,"Ten Broeck, Lance",6,2,18
1992,147,"Hungate, Cary",5,1,1
1992,147,"Hungate, Cary",5,1,2
1992,147,"Hungate, Cary",3,1,3
1992,147,"Hungate, Cary",3,1,4
1992,147,"Hungate, Cary",4,1,5
1992,147,"Hungate, Cary",5,1,6
1992,147,"Hungate, Cary",3,1,7
1992,147,"Hungate, Cary",5,1,8
1992,147,"Hungate, Cary",5,1,9
1992,147,"Hungate, Cary",4,1,10
1992,147,"Hungate, Cary",4,1,11
1992,147,"Hungate, Cary",3,1,12
1992,147,"Hungate, Cary",4,1,13
1992,147,"Hungate, Cary",6,1,14
1992,147,"Hungate, Cary",5,1,15
1992,147,"Hungate, Cary",6,1,16
1992,147,"Hungate, Cary",3,1,17
1992,147,"Hungate, Cary",6,1,18
1992,147,"Hungate, Cary",4,2,1
1992,147,"Hungate, Cary",5,2,2
1992,147,"Hungate, Cary",6,2,3
1992,147,"Hungate, Cary",4,2,4
1992,147,"Hungate, Cary",2,2,5
1992,147,"Hungate, Cary",4,2,6
1992,147,"Hungate, Cary",3,2,7
1992,147,"Hungate, Cary",4,2,8
1992,147,"Hungate, Cary",5,2,9
1992,147,"Hungate, Cary",5,2,10
1992,147,"Hungate, Cary",3,2,11
1992,147,"Hungate, Cary",3,2,12
1992,147,"Hungate, Cary",5,2,13
1992,147,"Hungate, Cary",6,2,14
1992,147,"Hungate, Cary",4,2,15
1992,147,"Hungate, Cary",8,2,16
1992,147,"Hungate, Cary",3,2,17
1992,147,"Hungate, Cary",5,2,18
1992,147,"Lytle, Bill",4,1,1
1992,147,"Lytle, Bill",5,1,2
1992,147,"Lytle, Bill",4,1,3
1992,147,"Lytle, Bill",5,1,4
1992,147,"Lytle, Bill",3,1,5
1992,147,"Lytle, Bill",4,1,6
1992,147,"Lytle, Bill",4,1,7
1992,147,"Lytle, Bill",5,1,8
1992,147,"Lytle, Bill",4,1,9
1992,147,"Lytle, Bill",4,1,10
1992,147,"Lytle, Bill",4,1,11
1992,147,"Lytle, Bill",3,1,12
1992,147,"Lytle, Bill",5,1,13
1992,147,"Lytle, Bill",6,1,14
1992,147,"Lytle, Bill",4,1,15
1992,147,"Lytle, Bill",5,1,16
1992,147,"Lytle, Bill",3,1,17
1992,147,"Lytle, Bill",4,1,18
1992,147,"Lytle, Bill",5,2,1
1992,147,"Lytle, Bill",8,2,2
1992,147,"Lytle, Bill",5,2,3
1992,147,"Lytle, Bill",3,2,4
1992,147,"Lytle, Bill",3,2,5
1992,147,"Lytle, Bill",5,2,6
1992,147,"Lytle, Bill",3,2,7
1992,147,"Lytle, Bill",3,2,8
1992,147,"Lytle, Bill",5,2,9
1992,147,"Lytle, Bill",4,2,10
1992,147,"Lytle, Bill",4,2,11
1992,147,"Lytle, Bill",4,2,12
1992,147,"Lytle, Bill",4,2,13
1992,147,"Lytle, Bill",6,2,14
1992,147,"Lytle, Bill",4,2,15
1992,147,"Lytle, Bill",4,2,16
1992,147,"Lytle, Bill",4,2,17
1992,147,"Lytle, Bill",8,2,18
1992,149,"Clark, Howard",5,1,1
1992,149,"Clark, Howard",5,1,2
1992,149,"Clark, Howard",6,1,3
1992,149,"Clark, Howard",4,1,4
1992,149,"Clark, Howard",6,1,5
1992,149,"Clark, Howard",5,1,6
1992,149,"Clark, Howard",3,1,7
1992,149,"Clark, Howard",4,1,8
1992,149,"Clark, Howard",6,1,9
1992,149,"Clark, Howard",4,1,10
1992,149,"Clark, Howard",5,1,11
1992,149,"Clark, Howard",3,1,12
1992,149,"Clark, Howard",4,1,13
1992,149,"Clark, Howard",5,1,14
1992,149,"Clark, Howard",3,1,15
1992,149,"Clark, Howard",4,1,16
1992,149,"Clark, Howard",4,1,17
1992,149,"Clark, Howard",5,1,18
1992,149,"Clark, Howard",5,2,1
1992,149,"Clark, Howard",5,2,2
1992,149,"Clark, Howard",4,2,3
1992,149,"Clark, Howard",5,2,4
1992,149,"Clark, Howard",3,2,5
1992,149,"Clark, Howard",5,2,6
1992,149,"Clark, Howard",3,2,7
1992,149,"Clark, Howard",6,2,8
1992,149,"Clark, Howard",3,2,9
1992,149,"Clark, Howard",5,2,10
1992,149,"Clark, Howard",5,2,11
1992,149,"Clark, Howard",3,2,12
1992,149,"Clark, Howard",4,2,13
1992,149,"Clark, Howard",6,2,14
1992,149,"Clark, Howard",4,2,15
1992,149,"Clark, Howard",5,2,16
1992,149,"Clark, Howard",4,2,17
1992,149,"Clark, Howard",4,2,18
1992,150,"Gilmore, Mike",5,1,1
1992,150,"Gilmore, Mike",5,1,2
1992,150,"Gilmore, Mike",6,1,3
1992,150,"Gilmore, Mike",4,1,4
1992,150,"Gilmore, Mike",4,1,5
1992,150,"Gilmore, Mike",5,1,6
1992,150,"Gilmore, Mike",3,1,7
1992,150,"Gilmore, Mike",4,1,8
1992,150,"Gilmore, Mike",5,1,9
1992,150,"Gilmore, Mike",5,1,10
1992,150,"Gilmore, Mike",5,1,11
1992,150,"Gilmore, Mike",3,1,12
1992,150,"Gilmore, Mike",5,1,13
1992,150,"Gilmore, Mike",7,1,14
1992,150,"Gilmore, Mike",4,1,15
1992,150,"Gilmore, Mike",4,1,16
1992,150,"Gilmore, Mike",2,1,17
1992,150,"Gilmore, Mike",5,1,18
1992,150,"Gilmore, Mike",4,2,1
1992,150,"Gilmore, Mike",6,2,2
1992,150,"Gilmore, Mike",4,2,3
1992,150,"Gilmore, Mike",4,2,4
1992,150,"Gilmore, Mike",3,2,5
1992,150,"Gilmore, Mike",5,2,6
1992,150,"Gilmore, Mike",3,2,7
1992,150,"Gilmore, Mike",6,2,8
1992,150,"Gilmore, Mike",5,2,9
1992,150,"Gilmore, Mike",5,2,10
1992,150,"Gilmore, Mike",5,2,11
1992,150,"Gilmore, Mike",3,2,12
1992,150,"Gilmore, Mike",5,2,13
1992,150,"Gilmore, Mike",6,2,14
1992,150,"Gilmore, Mike",4,2,15
1992,150,"Gilmore, Mike",5,2,16
1992,150,"Gilmore, Mike",3,2,17
1992,150,"Gilmore, Mike",4,2,18
1992,150,"Gogel, Matt",4,1,1
1992,150,"Gogel, Matt",6,1,2
1992,150,"Gogel, Matt",6,1,3
1992,150,"Gogel, Matt",5,1,4
1992,150,"Gogel, Matt",3,1,5
1992,150,"Gogel, Matt",5,1,6
1992,150,"Gogel, Matt",3,1,7
1992,150,"Gogel, Matt",5,1,8
1992,150,"Gogel, Matt",4,1,9
1992,150,"Gogel, Matt",4,1,10
1992,150,"Gogel, Matt",5,1,11
1992,150,"Gogel, Matt",4,1,12
1992,150,"Gogel, Matt",4,1,13
1992,150,"Gogel, Matt",6,1,14
1992,150,"Gogel, Matt",4,1,15
1992,150,"Gogel, Matt",5,1,16
1992,150,"Gogel, Matt",4,1,17
1992,150,"Gogel, Matt",6,1,18
1992,150,"Gogel, Matt",5,2,1
1992,150,"Gogel, Matt",5,2,2
1992,150,"Gogel, Matt",4,2,3
1992,150,"Gogel, Matt",4,2,4
1992,150,"Gogel, Matt",3,2,5
1992,150,"Gogel, Matt",4,2,6
1992,150,"Gogel, Matt",3,2,7
1992,150,"Gogel, Matt",4,2,8
1992,150,"Gogel, Matt",5,2,9
1992,150,"Gogel, Matt",3,2,10
1992,150,"Gogel, Matt",5,2,11
1992,150,"Gogel, Matt",4,2,12
1992,150,"Gogel, Matt",4,2,13
1992,150,"Gogel, Matt",6,2,14
1992,150,"Gogel, Matt",3,2,15
1992,150,"Gogel, Matt",6,2,16
1992,150,"Gogel, Matt",4,2,17
1992,150,"Gogel, Matt",6,2,18
1992,152,"Swartz, Mike",4,1,1
1992,152,"Swartz, Mike",5,1,2
1992,152,"Swartz, Mike",4,1,3
1992,152,"Swartz, Mike",4,1,4
1992,152,"Swartz, Mike",4,1,5
1992,152,"Swartz, Mike",3,1,6
1992,152,"Swartz, Mike",3,1,7
1992,152,"Swartz, Mike",4,1,8
1992,152,"Swartz, Mike",5,1,9
1992,152,"Swartz, Mike",4,1,10
1992,152,"Swartz, Mike",4,1,11
1992,152,"Swartz, Mike",5,1,12
1992,152,"Swartz, Mike",4,1,13
1992,152,"Swartz, Mike",5,1,14
1992,152,"Swartz, Mike",5,1,15
1992,152,"Swartz, Mike",5,1,16
1992,152,"Swartz, Mike",3,1,17
1992,152,"Swartz, Mike",5,1,18
1992,152,"Swartz, Mike",4,2,1
1992,152,"Swartz, Mike",5,2,2
1992,152,"Swartz, Mike",4,2,3
1992,152,"Swartz, Mike",5,2,4
1992,152,"Swartz, Mike",4,2,5
1992,152,"Swartz, Mike",6,2,6
1992,152,"Swartz, Mike",3,2,7
1992,152,"Swartz, Mike",4,2,8
1992,152,"Swartz, Mike",7,2,9
1992,152,"Swartz, Mike",4,2,10
1992,152,"Swartz, Mike",4,2,11
1992,152,"Swartz, Mike",4,2,12
1992,152,"Swartz, Mike",5,2,13
1992,152,"Swartz, Mike",8,2,14
1992,152,"Swartz, Mike",5,2,15
1992,152,"Swartz, Mike",6,2,16
1992,152,"Swartz, Mike",3,2,17
1992,152,"Swartz, Mike",5,2,18
1992,153,"Coscina, Dennis",4,1,1
1992,153,"Coscina, Dennis",6,1,2
1992,153,"Coscina, Dennis",5,1,3
1992,153,"Coscina, Dennis",4,1,4
1992,153,"Coscina, Dennis",4,1,5
1992,153,"Coscina, Dennis",6,1,6
1992,153,"Coscina, Dennis",4,1,7
1992,153,"Coscina, Dennis",5,1,8
1992,153,"Coscina, Dennis",5,1,9
1992,153,"Coscina, Dennis",4,1,10
1992,153,"Coscina, Dennis",4,1,11
1992,153,"Coscina, Dennis",3,1,12
1992,153,"Coscina, Dennis",4,1,13
1992,153,"Coscina, Dennis",5,1,14
1992,153,"Coscina, Dennis",4,1,15
1992,153,"Coscina, Dennis",5,1,16
1992,153,"Coscina, Dennis",3,1,17
1992,153,"Coscina, Dennis",6,1,18
1992,153,"Coscina, Dennis",4,2,1
1992,153,"Coscina, Dennis",5,2,2
1992,153,"Coscina, Dennis",5,2,3
1992,153,"Coscina, Dennis",4,2,4
1992,153,"Coscina, Dennis",5,2,5
1992,153,"Coscina, Dennis",5,2,6
1992,153,"Coscina, Dennis",4,2,7
1992,153,"Coscina, Dennis",6,2,8
1992,153,"Coscina, Dennis",5,2,9
1992,153,"Coscina, Dennis",6,2,10
1992,153,"Coscina, Dennis",4,2,11
1992,153,"Coscina, Dennis",5,2,12
1992,153,"Coscina, Dennis",5,2,13
1992,153,"Coscina, Dennis",7,2,14
1992,153,"Coscina, Dennis",3,2,15
1992,153,"Coscina, Dennis",5,2,16
1992,153,"Coscina, Dennis",4,2,17
1992,153,"Coscina, Dennis",5,2,18
1992,154,"Pride, Dicky",4,1,1
1992,154,"Pride, Dicky",5,1,2
1992,154,"Pride, Dicky",5,1,3
1992,154,"Pride, Dicky",4,1,4
1992,154,"Pride, Dicky",3,1,5
1992,154,"Pride, Dicky",5,1,6
1992,154,"Pride, Dicky",3,1,7
1992,154,"Pride, Dicky",5,1,8
1992,154,"Pride, Dicky",5,1,9
1992,154,"Pride, Dicky",6,1,10
1992,154,"Pride, Dicky",4,1,11
1992,154,"Pride, Dicky",4,1,12
1992,154,"Pride, Dicky",4,1,13
1992,154,"Pride, Dicky",7,1,14
1992,154,"Pride, Dicky",5,1,15
1992,154,"Pride, Dicky",5,1,16
1992,154,"Pride, Dicky",4,1,17
1992,154,"Pride, Dicky",5,1,18
1992,154,"Pride, Dicky",3,2,1
1992,154,"Pride, Dicky",5,2,2
1992,154,"Pride, Dicky",5,2,3
1992,154,"Pride, Dicky",4,2,4
1992,154,"Pride, Dicky",5,2,5
1992,154,"Pride, Dicky",6,2,6
1992,154,"Pride, Dicky",3,2,7
1992,154,"Pride, Dicky",6,2,8
1992,154,"Pride, Dicky",4,2,9
1992,154,"Pride, Dicky",4,2,10
1992,154,"Pride, Dicky",6,2,11
1992,154,"Pride, Dicky",4,2,12
1992,154,"Pride, Dicky",5,2,13
1992,154,"Pride, Dicky",7,2,14
1992,154,"Pride, Dicky",5,2,15
1992,154,"Pride, Dicky",6,2,16
1992,154,"Pride, Dicky",4,2,17
1992,154,"Pride, Dicky",6,2,18
1992,155,"Davis, Mike",5,1,1
1992,155,"Davis, Mike",5,1,2
1992,155,"Davis, Mike",4,1,3
1992,155,"Davis, Mike",5,1,4
1992,155,"Davis, Mike",4,1,5
1992,155,"Davis, Mike",8,1,6
1992,155,"Davis, Mike",4,1,7
1992,155,"Davis, Mike",4,1,8
1992,155,"Davis, Mike",5,1,9
1992,155,"Davis, Mike",4,1,10
1992,155,"Davis, Mike",4,1,11
1992,155,"Davis, Mike",4,1,12
1992,155,"Davis, Mike",5,1,13
1992,155,"Davis, Mike",6,1,14
1992,155,"Davis, Mike",4,1,15
1992,155,"Davis, Mike",5,1,16
1992,155,"Davis, Mike",3,1,17
1992,155,"Davis, Mike",8,1,18
1992,155,"Davis, Mike",5,2,1
1992,155,"Davis, Mike",5,2,2
1992,155,"Davis, Mike",5,2,3
1992,155,"Davis, Mike",5,2,4
1992,155,"Davis, Mike",4,2,5
1992,155,"Davis, Mike",6,2,6
1992,155,"Davis, Mike",3,2,7
1992,155,"Davis, Mike",6,2,8
1992,155,"Davis, Mike",5,2,9
1992,155,"Davis, Mike",7,2,10
1992,155,"Davis, Mike",5,2,11
1992,155,"Davis, Mike",4,2,12
1992,155,"Davis, Mike",5,2,13
1992,155,"Davis, Mike",6,2,14
1992,155,"Davis, Mike",5,2,15
1992,155,"Davis, Mike",5,2,16
1992,155,"Davis, Mike",5,2,17
1992,155,"Davis, Mike",6,2,18
1992,156,"Watson, Denis",4,1,1
1992,156,"Watson, Denis",5,1,2
1992,156,"Watson, Denis",4,1,3
1992,156,"Watson, Denis",4,1,4
1992,156,"Watson, Denis",4,1,5
1992,156,"Watson, Denis",4,1,6
1992,156,"Watson, Denis",4,1,7
1992,156,"Watson, Denis",4,1,8
1992,156,"Watson, Denis",6,1,9
1992,156,"Watson, Denis",4,1,10
1992,156,"Watson, Denis",5,1,11
1992,156,"Watson, Denis",4,1,12
1992,156,"Watson, Denis",4,1,13
1992,156,"Watson, Denis",6,1,14
1992,156,"Watson, Denis",6,1,15
1992,156,"Watson, Denis",5,1,16
1992,156,"Watson, Denis",3,1,17
1992,156,"Watson, Denis",8,1,18
2000,1,"Woods, Tiger",4,1,1
2000,1,"Woods, Tiger",4,1,2
2000,1,"Woods, Tiger",4,1,3
2000,1,"Woods, Tiger",3,1,4
2000,1,"Woods, Tiger",3,1,5
2000,1,"Woods, Tiger",5,1,6
2000,1,"Woods, Tiger",2,1,7
2000,1,"Woods, Tiger",4,1,8
2000,1,"Woods, Tiger",4,1,9
2000,1,"Woods, Tiger",3,1,10
2000,1,"Woods, Tiger",4,1,11
2000,1,"Woods, Tiger",3,1,12
2000,1,"Woods, Tiger",3,1,13
2000,1,"Woods, Tiger",4,1,14
2000,1,"Woods, Tiger",4,1,15
2000,1,"Woods, Tiger",4,1,16
2000,1,"Woods, Tiger",3,1,17
2000,1,"Woods, Tiger",4,1,18
2000,1,"Woods, Tiger",4,2,1
2000,1,"Woods, Tiger",4,2,2
2000,1,"Woods, Tiger",3,2,3
2000,1,"Woods, Tiger",4,2,4
2000,1,"Woods, Tiger",4,2,5
2000,1,"Woods, Tiger",4,2,6
2000,1,"Woods, Tiger",2,2,7
2000,1,"Woods, Tiger",4,2,8
2000,1,"Woods, Tiger",5,2,9
2000,1,"Woods, Tiger",4,2,10
2000,1,"Woods, Tiger",3,2,11
2000,1,"Woods, Tiger",2,2,12
2000,1,"Woods, Tiger",4,2,13
2000,1,"Woods, Tiger",6,2,14
2000,1,"Woods, Tiger",3,2,15
2000,1,"Woods, Tiger",4,2,16
2000,1,"Woods, Tiger",3,2,17
2000,1,"Woods, Tiger",6,2,18
2000,1,"Woods, Tiger",4,3,1
2000,1,"Woods, Tiger",3,3,2
2000,1,"Woods, Tiger",7,3,3
2000,1,"Woods, Tiger",4,3,4
2000,1,"Woods, Tiger",3,3,5
2000,1,"Woods, Tiger",4,3,6
2000,1,"Woods, Tiger",2,3,7
2000,1,"Woods, Tiger",5,3,8
2000,1,"Woods, Tiger",3,3,9
2000,1,"Woods, Tiger",5,3,10
2000,1,"Woods, Tiger",4,3,11
2000,1,"Woods, Tiger",3,3,12
2000,1,"Woods, Tiger",4,3,13
2000,1,"Woods, Tiger",4,3,14
2000,1,"Woods, Tiger",4,3,15
2000,1,"Woods, Tiger",4,3,16
2000,1,"Woods, Tiger",3,3,17
2000,1,"Woods, Tiger",5,3,18
2000,1,"Woods, Tiger",4,4,1
2000,1,"Woods, Tiger",4,4,2
2000,1,"Woods, Tiger",4,4,3
2000,1,"Woods, Tiger",4,4,4
2000,1,"Woods, Tiger",3,4,5
2000,1,"Woods, Tiger",5,4,6
2000,1,"Woods, Tiger",3,4,7
2000,1,"Woods, Tiger",4,4,8
2000,1,"Woods, Tiger",4,4,9
2000,1,"Woods, Tiger",3,4,10
2000,1,"Woods, Tiger",4,4,11
2000,1,"Woods, Tiger",2,4,12
2000,1,"Woods, Tiger",3,4,13
2000,1,"Woods, Tiger",4,4,14
2000,1,"Woods, Tiger",4,4,15
2000,1,"Woods, Tiger",4,4,16
2000,1,"Woods, Tiger",3,4,17
2000,1,"Woods, Tiger",5,4,18
2000,2,"Els, Ernie",4,1,1
2000,2,"Els, Ernie",4,1,2
2000,2,"Els, Ernie",4,1,3
2000,2,"Els, Ernie",4,1,4
2000,2,"Els, Ernie",4,1,5
2000,2,"Els, Ernie",4,1,6
2000,2,"Els, Ernie",2,1,7
2000,2,"Els, Ernie",4,1,8
2000,2,"Els, Ernie",4,1,9
2000,2,"Els, Ernie",4,1,10
2000,2,"Els, Ernie",4,1,11
2000,2,"Els, Ernie",4,1,12
2000,2,"Els, Ernie",5,1,13
2000,2,"Els, Ernie",5,1,14
